180.76.6.16 - - [21/Feb/2013:00:34:43 +0700] "GET /?portal=mc_web&page=articleDetail&id=247 HTTP/1.1" 200 25271 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
95.221.109.197 - - [21/Feb/2013:07:20:03 +0700] "GET /webskins/js/jquery.alerts.js HTTP/1.1" 200 6875 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:03 +0700] "GET /webskins/plugins/formValidator.2.2/js/contrib/other-validations.js HTTP/1.1" 200 968 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:03 +0700] "GET /webskins/plugins/formValidator.2.2/js/languages/jquery.validationEngine-vi2.js HTTP/1.1" 200 8408 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:03 +0700] "GET /webskins/skins/default/main/styles/common.css HTTP/1.1" 200 45652 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:03 +0700] "GET /webskins/plugins/formValidator.2.2/js/jquery.validationEngine.js HTTP/1.1" 200 48957 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:03 +0700] "GET /webskins/js/jquery-1.7.2.js HTTP/1.1" 200 252881 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/thumbnails/5.jpg HTTP/1.1" 200 8452 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/thumbnails/4.jpg HTTP/1.1" 200 8127 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/avatar/mathlogo.gif HTTP/1.1" 200 7928 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/thumbnails/1.jpg HTTP/1.1" 200 7531 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/avatar/new.gif HTTP/1.1" 200 2954 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/thumbnails/2.jpg HTTP/1.1" 200 8056 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/skins/default/main/images/box-btm.png HTTP/1.1" 200 941 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/skins/default/main/images/sidebar.png HTTP/1.1" 200 989 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/avatar/thumb/arrow_right.gif HTTP/1.1" 200 824 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/images/scroll-right.gif HTTP/1.1" 200 84 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//admin_1346932141.jpg HTTP/1.1" 200 4793 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//images656996_12.jpg HTTP/1.1" 200 2567 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/images/scroll-left.gif HTTP/1.1" 200 81 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//admin_1344779656.jpg HTTP/1.1" 200 4316 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//admin_1344704125.jpg HTTP/1.1" 200 3737 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//admin_1344704443.png HTTP/1.1" 200 2394 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//a41d3d7c-f173-4889-b34b-df39659a38e7_220px-Pi_pie2.jpg HTTP/1.1" 200 3320 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/promotion/khamphabian.png HTTP/1.1" 200 12131 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//images656953_duhoctrungquoccangi.jpg HTTP/1.1" 200 2965 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//admin_1344779539.jpg HTTP/1.1" 200 3272 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//admin_1344779425.gif HTTP/1.1" 200 2595 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/skins/default/main/images/arrow_right.gif HTTP/1.1" 200 824 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/images/left.gif HTTP/1.1" 200 167 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/images/right.gif HTTP/1.1" 200 166 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/skins/default/main/images/bg-footer.jpg HTTP/1.1" 200 8781 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/thumbnails/3.jpg HTTP/1.1" 200 28442 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /webskins/plugins/TinySlideshow/thumbnails/6.jpg HTTP/1.1" 200 28405 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/thumb//images656700_12.jpg HTTP/1.1" 200 2531 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:06 +0700] "GET /data/images/promotion/ads1.png HTTP/1.1" 200 58888 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:11 +0700] "GET /webskins/plugins/TinySlideshow/photos/1.jpg HTTP/1.1" 200 64759 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
95.221.109.197 - - [21/Feb/2013:07:20:19 +0700] "GET /webskins/plugins/TinySlideshow/photos/2.jpg HTTP/1.1" 200 132630 "http://www.trungtamtoan.com/?portal=mc_web&page=index" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)"
208.115.111.73 - - [21/Feb/2013:08:06:41 +0700] "GET /robots.txt HTTP/1.1" 404 278 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
74.220.215.112 - - [21/Feb/2013:08:10:37 +0700] "GET / HTTP/1.0" 200 19220 "-" "-"
74.220.215.112 - - [21/Feb/2013:08:10:39 +0700] "HEAD / HTTP/1.1" 200 0 "-" "-"
118.70.248.17 - - [21/Feb/2013:08:16:43 +0700] "GET /webskins/skins/system/icons/icon-dragon_64.png HTTP/1.1" 304 0 "-" "Mozilla/4.0 (compatible;)"
118.70.248.17 - - [21/Feb/2013:08:40:04 +0700] "GET /data/images/thumb//images648486_IMG_1557.jpg HTTP/1.1" 304 0 "-" "Mozilla/4.0 (compatible;)"
69.171.228.115 - - [21/Feb/2013:08:41:40 +0700] "GET /data/avatar/new.gif HTTP/1.1" 206 2954 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
173.252.110.117 - - [21/Feb/2013:08:41:41 +0700] "GET /data/images/promotion/ads1.png HTTP/1.1" 206 58888 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
118.70.248.17 - - [21/Feb/2013:08:53:35 +0700] "GET /data/images/thumb//images645110_IMG_0323.jpg HTTP/1.1" 304 0 "-" "Mozilla/4.0 (compatible;)"
208.115.111.73 - - [21/Feb/2013:09:59:04 +0700] "GET /?portal=mc_web&page=DocOfClass&classID=10&cateID=2 HTTP/1.1" 200 17612 "-" "Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)"
69.171.229.113 - - [21/Feb/2013:10:53:34 +0700] "HEAD /data/images/thumb//images656953_duhoctrungquoccangi.jpg HTTP/1.1" 206 0 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
69.171.229.116 - - [21/Feb/2013:10:53:34 +0700] "HEAD /data/images/thumb//images656700_12.jpg HTTP/1.1" 206 0 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
69.171.229.119 - - [21/Feb/2013:10:53:34 +0700] "HEAD /data/images/thumb//images656996_12.jpg HTTP/1.1" 206 0 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
69.171.229.112 - - [21/Feb/2013:10:53:48 +0700] "GET /?portal=mc_web&page=articleDetail&id=312 HTTP/1.1" 200 38451 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
69.171.229.116 - - [21/Feb/2013:10:53:53 +0700] "HEAD /data/images/thumb//images656700_12.jpg HTTP/1.1" 206 0 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
69.171.225.246 - - [21/Feb/2013:10:53:55 +0700] "GET /data/images/thumb//images656700_12.jpg HTTP/1.1" 206 2531 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
69.171.225.249 - - [21/Feb/2013:10:53:56 +0700] "GET /data/images/thumb//images656953_duhoctrungquoccangi.jpg HTTP/1.1" 206 2965 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
74.220.215.112 - - [21/Feb/2013:10:55:54 +0700] "GET / HTTP/1.0" 200 19220 "-" "-"
74.220.215.112 - - [21/Feb/2013:10:55:56 +0700] "HEAD / HTTP/1.1" 200 0 "-" "-"
